srid,recommendation,keywords,hazmat,most_wanted,priority,priority_number,nprm,is_reiterated,times_reiterated,rec_letter_url
R-05-004,"TO THE AMERICAN RAILWAY ENGINEERING AND MAINTENANCE -OF-WAY ASSOCIATION:  Modify your Railroad Engineering Manual and/or your Communications and Signals Manual to address the proper placement of exothermic bond wire welds and high-temperature pin-brazings and to include information that these welds and 
brazings create untempered martensite that could, under certain conditions, lead to fatigue cracking and rail failure.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R05_04.pdf
R-04-016,"TO THE CITY OF BALTIMORE, MARYLAND: Update and revise your emergency preparedness documents to include information on hazardous materials discharge response procedures specific to tunnel environments, as well as infrastructure information on the Howard Street Tunnel.",Hazmat,TRUE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R04_15_16.pdf
R-04-013,The National Transportation Safety Board makes the following safety recommendations to CSX Transportation: Maintain historical documentation of inspection and maintenance activities affecting the Howard Street Tunnel.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R04_13_14.pdf
R-04-014,The National Transportation Safety Board makes the following safety recommendations to CSX Transportation: Take action necessary to enhance the exchange of information with the city of Baltimore on maintenance and construction activities within and in the vicinity of the Howard Street Tunnel.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R04_13_14.pdf
R-04-015,"TO THE CITY OF BALTIMORE, MARYLAND:  Take action necessary to enhance the exchange of information with CSX Transportation on maintenance and construction activities within and in the vicinity of the Howard Street Tunnel.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R04_15_16.pdf
R-04-012,"TO THE ENVIRONMENTAL PROTECTION AGENCY:  In cooperation with the Research and Special Programs Administration and the Occupational Safety and Health Administration, develop regulations that require safe operating procedures to be established before hazardous materials are heated in a railroad tank car for unloading; at a minimum, the procedures should include the monitoring of internal tank pressure and cargo temperature.","Hazmat,Tank Car Loading and Unloading",TRUE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R04_12.pdf
R-04-011,"TO THE OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION:  In cooperation with the Research and Special Programs Administration and the Environmental Protection Agency, develop regulations that require safe operating procedures to be established before hazardous materials are heated in a railroad tank car for unloading; at a minimum, the procedures should include the monitoring of internal tank pressure and cargo temperature.","Hazmat,Tank Car Loading and Unloading",TRUE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R04_11.pdf
R-04-010,"TO THE PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION (ORIGINALLY ISSUED TO THE RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION):  In cooperation with the Occupational Safety and Health Administration and the Environmental Protection Agency, develop regulations that require safe operating procedures to be established before hazardous materials are heated in a railroad tank car for unloading; at a minimum, the procedures should include the monitoring of internal tank pressure and cargo temperature.","Hazmat,Tank Car Loading and Unloading",TRUE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R04_10.pdf
R-04-009,"The National Transportation Safety Board makes the following urgent safety recommendation to the Washington Metropolitan Area Transit Authority:  Immediately revise the directions to train operators contained in your memorandums of November 7 and 9, 2004, to include specific written instructions for identifying and responding to an emergency rollback situation, and provide training to operators on the procedures to follow if such a rollback event occurs. (Urgent)","Training and Education,Transit",FALSE,FALSE,Urgent,1,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R04_09.pdf
R-04-002,"TO THE FEDERAL RAILROAD ADMINISTRATION:  Establish a program to periodically review continuous welded rail joint bar inspection data from railroads and Federal Railroad Administration track inspectors and, when determined necessary, require railroads to increase the frequency or improve the methods of inspection of joint bars in continuous welded rail.",NA,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R04_01_07.pdf
R-04-003,TO THE FEDERAL RAILROAD ADMINISTRATION: Instruct Federal Railroad Administration track inspectors to obtain copies of the most recent continuous welded rail programs of the railroads that fall within the inspectors' areas of responsibility and require that inspectors use those programs when conducting track inspections.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R04_01_07.pdf
R-04-004,"TO THE FEDERAL RAILROAD ADMINISTRATION:  Conduct a comprehensive analysis to determine the impact resistance of the steels in the shells of pressure tank cars constructed before 1989. At a minimum, the safety analysis should include the results of dynamic fracture toughness tests and/or the results of nondestructive testing techniques that provide information on material ductility and fracture toughness. The data should come from samples of steel from the tank shells from original manufacturing or from a statistically representative sampling of the shells of the pre-1989 pressure tank car fleet.",Hazmat,TRUE,FALSE,NonUrgent,2,TRUE,TRUE,1,http://www.ntsb.gov/safety/safety-recs/recletters/R04_01_07.pdf
R-04-005,"TO THE FEDERAL RAILROAD ADMINISTRATION:  Based on the results of the Federal Railroad Administration's comprehensive analysis to determine the impact resistance of the steels in the shells of pressure tank cars constructed before 1989, as addressed in Safety Recommendation R-04-4, establish a program to rank those cars according to their risk of catastrophic fracture and separation and implement measures to eliminate or mitigate this risk. This ranking should take into consideration operating temperatures, pressures, and maximum train speeds.",Hazmat,TRUE,FALSE,NonUrgent,2,TRUE,TRUE,1,http://www.ntsb.gov/safety/safety-recs/recletters/R04_01_07.pdf
R-04-006,TO THE FEDERAL RAILROAD ADMINISTRATION: Validate the predictive model the Federal Railroad Administration is developing to quantify the maximum dynamic forces acting on railroad tank cars under accident conditions.,Hazmat,TRUE,FALSE,NonUrgent,2,TRUE,TRUE,1,http://www.ntsb.gov/safety/safety-recs/recletters/R04_01_07.pdf
R-04-001,TO THE FEDERAL RAILROAD ADMINISTRATION:  Require all railroads with continuous welded rail track to include procedures (in the programs that are filed with the Federal Railroad Administration) that prescribe on-the-ground visual inspections and nondestructive testing techniques for identifying cracks in rail joint bars before they grow to critical size.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R04_01_07.pdf
R-04-007,"TO THE FEDERAL RAILROAD ADMINISTRATION:  Develop and implement tank car design-specific fracture toughness standards, such as a minimum average Charpy value, for steels and other materials of construction for pressure tank cars used for the transportation of U.S. Department of Transportation class 2 hazardous materials, including those in ""low temperature"" service. The performance criteria must apply to the material orientation with the minimum impact resistance and take into account the entire range of operating temperatures of the tank car. (Superseded by R-19-001)",Hazmat,TRUE,FALSE,NonUrgent,2,TRUE,TRUE,1,http://www.ntsb.gov/safety/safety-recs/recletters/R04_01_07.pdf
R-04-008,The National Transportation Safety Board makes the following safety recommendation to the Canadian Pacific Railway:  Finalize and submit to the Federal Railroad Administration your revised continuous welded rail maintenance program and ensure that all maintenance employees are trained in the requirements of the new program.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R04_08.pdf
R-03-023,The National Transportation Safety Board makes the following safety recommendation to the Association of American Railroads:  Report to the National Transportation Safety Board the milestones and activities needed for completion of the interoperability standards for positive train control systems (PTC) and your priorities for completion of this effort.,Positive Train Control,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_23.pdf
R-03-022,"TO THE BURLINGTON NORTHERN AND SANTA FE RAILWAY: Revise your signal awareness form procedure to require recording of time, speed, and aspect name for all signals encountered at the time they are encountered.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R_03_22.pdf
R-03-021,The National Transportation Safety Board makes the following safety recommendation to the FRA:  Revise the language of 49 Code of Federal Regulations 238.113(a)(1) to reflect that appropriate exterior instructional signage describing the emergency removal procedure be required at emergency windows on all levels of a multiple-level passenger railcar.,,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_21.pdf
R-03-019,"TO THE CITY OF LOS ANGELES COMMUNITY REDEVELOPMENT AGENCY:   Before recommencing passenger service on the Angels Flight funicular railway, direct that the Angels Flight funicular be redesigned in accordance with all applicable funicular safety standards and include provisions for (1) emergency stopping under all foreseeable failure modes, including track brakes or some other independent backup system on the cars to prevent a runaway car if a failure occurs in the cable or its associated braking systems; (2) containment of passengers in the event of a collision; and (3) emergency egress and ingress for passengers and emergency responders.","Evacuation,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_16_19.pdf
R-03-018,"TO THE CITY OF LOS ANGELES COMMUNITY REDEVELOPMENT AGENCY:   Before recommencing passenger service on the Angels Flight funicular railway, require that the organization(s) responsible for operating and
maintaining the Angels Flight funicular develop and follow detailed operating, inspection, and maintenance procedures to ensure the operational integrity of the system and safety of passengers.","Maintenance,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_16_19.pdf
R-03-017,"TO THE CITY OF LOS ANGELES COMMUNITY REDEVELOPMENT AGENCY:   Before recommencing passenger service on the Angels Flight funicular railway, require that the current Angels Flight emergency braking system
(acting on the cable drums) be redesigned to allow it to be tested independent of other braking systems.",Transit,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_16_19.pdf
R-03-016,"TO THE CITY OF LOS ANGELES COMMUNITY REDEVELOPMENT AGENCY:  Before recommencing passenger service on the Angels Flight funicular railway, conduct a comprehensive review of the design and specifications for the Angels Flight drive system, then make the design or component changes necessary to ensure that the drive system meets accepted industry standards and engineering practices.",Transit,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_16_19.pdf
R-03-015,"TO THE CALIFORNIA PUBLIC UTILITIES COMISSION:  Before certifying Angels Flight to restart passenger service, independently verify that the drive system meets accepted industry standards and engineering practices and the funicular includes provisions for (1) emergency stopping under all foreseeable failure modes, including track brakes or some other independent backup system on the cars to prevent a runaway car if a failure occurs in the cable or its associated braking systems; (2) containment of passengers in the event of a collision; and (3) emergency egress and ingress for passengers and emergency responders.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_14_15.pdf
R-03-014,"TO THE CALIFORNIA PUBLIC UTILITIES COMISSION:  Adopt comprehensive funicular design, construction, and operation regulations that include provisions for (1) emergency stopping under all foreseeable failure modes, (2) containment of passengers in the event of a collision, and (3) emergency ingress and egress for passengers and emergency responders.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_14_15.pdf
R-03-020,The National Transportation Safety Board recommends to the American National Standards Institute:  Establish an accelerated schedule for adoption of the draft American National Standards Institute Standard B77.2 for funicular safety requirements.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_20.pdf
R-03-013,"TO THE TRANSPORTATION SECURITY ADMINISTRATION:  In cooperation with the Federal Railroad Administration, develop and implement an accurate passenger and crew accountability system for all long-distance, overnight, and reserved passenger trains that will immediately provide an accurate count and identity of the people on board the train in case of emergency at any time during the trip.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_13.pdf
R-03-012,"TO THE FEDERAL RAILROAD ADMINISTRATION:  In cooperation with the Transportation Security Administration, develop and implement an accurate passenger and crew accountability system for all long-distance, overnight, and
reserved passenger trains that will immediately provide an accurate count and identity of the people on board the train in case of emergency at any time during the trip.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_12.pdf
R-03-011,"TO THE NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK):   Within 1 year, install restraint systems for the unsecured folding armchairs in all your in-service Superliner sleeper cars. The restraint systems should meet the safety criteria established at 49 Code of Federal Regulations 238.233.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_09_11.pdf
R-03-010,"TO THE NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK):  Develop and implement an accurate passenger and crew accountability system for all Amtrak long-distance, overnight, and reserved trains that will immediately provide an accurate count of the people on board the train in case of emergency.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_09_11.pdf
R-03-009,TO THE NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK):  Install automatic two-way end-of-train emergency activation devices on all Amtrak locomotives equipped with manual devices.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_09_11.pdf
R-03-008,"The National Transportation Safety Board recommends to CSX Transportation, Inc.:  Develop a systematic quality control program to ensure that track-surfacing personnel consistently conduct track-surfacing operations in accordance with CSX Transportation standards.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_06_08.pdf
R-03-007,"The National Transportation Safety Board recommends to CSX Transportation, Inc.:  Modify your procedures to ensure that when a curve is surfaced, it is also monumented, if local temperatures are predicted to fall below 50ø F during the post-surfacing stabilization period.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_06_08.pdf
R-03-006,"The National Transportation Safety Board recommends to CSX Transportation, Inc.:  Require all track maintenance employees, including large system-wide track maintenance team members and local maintenance-of-way crew members, to use a consistent rail anchor standard that includes a requirement that rail anchors be maintained snug against ties.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_06_08.pdf
R-03-004,"The National Transportation Safety Board therefore makes the following safety recommendation to the Federal Railroad Administration:  Require that train dispatchers, upon receiving reports of potentially hazardous conditions involving a main track segment or switch, stop train movements or immediately implement an appropriate speed restriction for the affected area and remove the restriction only after the completion of those inspections and/or repairs that are essential for the safe movement of trains.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_04.pdf
R-03-005,"The National Transportation Safety Board recommends to Norfolk Southern Railway:   Require that your train dispatchers, upon receiving reports of potentially hazardous conditions involving a main track switch, immediately stop train movements or implement an appropriate speed restriction for the affected area and remove the restriction only after the completion of those inspections and/or repairs that are essential for the safe movement of trains.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_05.pdf
R-03-003,"The National Transportation Safety Board makes the following safety recommendation to the General Code of Operating Rules Committee:  Add language to the track warrant rules to ensure that in territory not equipped with a positive train control system (PTC), track warrant authority that contains an after-arrival requirement is issued only to trains that have stopped at the location at which they will meet the opposing train.",Positive Train Control,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_03.pdf
R-03-002,"The National Transportation Safety Board makes the following safety recommendations to the Federal Railroad Administration:  In territory not equipped with a positive train control system (PTC), restrict the issuance of track warrant authority that contains an after-arrival requirement to trains that have stopped at the location at which they will meet the opposing train.",Positive Train Control,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_01_02.pdf
R-03-001,The National Transportation Safety Board makes the following safety recommendations to the Federal Railroad Administration:  Promulgate new or amended regulations that will control the use of cellular telephones and similar wireless communication devices by railroad operating employees while on duty so that such use does not affect operational safety.,Distraction,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R03_01_02.pdf
R-02-026,"TO THE FEDERAL RAILROAD ADMINISTRATION:   Require that, when a railroad becomes aware that an employee in a safety-sensitive position has a potentially incapacitating or performance-impairing medical condition, the railroad prohibit that employee from performing any safety-sensitive duties until the railroad’s designated physician determines that the employee can continue to work safely in a safety-sensitive position. (Superseded by Safety Recommendation R-13-021)",NA,FALSE,FALSE,NonUrgent,2,TRUE,TRUE,1,http://www.ntsb.gov/safety/safety-recs/recletters/R02_24_26.pdf
R-02-025,"TO THE FEDERAL RAILROAD ADMINISTRATION:   Require that any medical condition that could incapacitate, or seriously impair the performance of, an employee in a safety-sensitive position be reported to the railroad in a timely manner. (Superseded by Safety Recommendation R-13-021)",NA,FALSE,FALSE,NonUrgent,2,TRUE,TRUE,1,http://www.ntsb.gov/safety/safety-recs/recletters/R02_24_26.pdf
R-02-024,"TO THE FEDERAL RAILROAD ADMINISTRATION:   Develop a standard medical examination form that includes questions regarding sleep problems and require that the form be used, pursuant to 49 Code of Federal Regulations Part 240, to determine the medical fitness of locomotive engineers; the form should also be available for use to determine the medical fitness of other employees in safety-sensitive positions. (Superseded by Safety Recommendation R-13-021)",Fatigue,FALSE,FALSE,NonUrgent,2,TRUE,TRUE,1,http://www.ntsb.gov/safety/safety-recs/recletters/R02_24_26.pdf
R-02-023,The National Transportation Safety Board recommends to the Canadian National Railway:  Require all your employees in safety-sensitive positions to take fatigue awareness training and document when employees have received this training.,"Fatigue, Training and Education",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_23.pdf
R-02-019,The National Transportation Safety Board makes the following safety recommendations to the Federal Transit Administration:   Require that new or rehabilitated vehicles funded by Federal Transit Administration grants be equipped with event recorders meeting Institute of Electrical and Electronics Engineers Standard 1482.1 for rail transit vehicle event recorders.,Recorders,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_18_19.pdf
R-02-022,"The National Transportation Safety Board makes the following safety recommendation to the Chicago Transit Authority:  Develop and implement systematic procedures for performing and documenting frequent management checks to ensure all operating personnel are complying with Chicago Transit Authority operating rules, including speed restrictions and signal rules.","Oversight,Transit",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_22.pdf
R-02-020,The National Transportation Safety Board makes the following safety recommendations to the American Public Transportation Association:   Include specific guidance for transit operators on performing unannounced rules compliance observations and efficiency tests as the General Rule Standard for Rule Compliance and Implementation is developed.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_20_21.pdf
R-02-021,The National Transportation Safety Board makes the following safety recommendations to the American Public Transportation Association:   Modify the Manual for the Development of Rail Transit System Safety Program Plans to provide specific guidance for transit agencies to use in auditing the effectiveness of their operating rules compliance programs by referencing the American Public Transportation Association standard covering transit rules compliance and efficiency test programs as audit criteria.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_20_21.pdf
R-02-018,"The National Transportation Safety Board makes the following safety recommendations to the Federal Transit Administration:   Adopt the American Public Transportation Association manual that contains updated language on auditing the effectiveness of operating rules compliance programs, and simultaneously modify 49 Code of Federal Regulations Part 659 so that the Part always references the current American Public Transportation Association manual.",NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_18_19.pdf
R-02-017,TO THE ENVIRONMENTAL PROTECTION AGENCY:   Notify all facilities that are required to submit risk management plans to the Environmental Protection Agency that tank car excess flow valves cannot be relied upon to stop leaks that occur during tank car loading and unloading operations and that those companies that have included reliance on such valves in their risk management plans should instead identify and implement other measures that will stop the uncontrolled release of product in the event of a transfer line failure during tank car loading or unloading.,"Hazmat,Tank Car Loading and Unloading",TRUE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/I02_4%20R02_17.pdf
R-02-016,The National Transportation Safety Board makes the following safety recommendation to the Federal Railroad Administration:  Issue a hazardous materials bulletin to warn companies involved in tank car loading and unloading operations that tank car excess flow valves cannot be relied upon to stop leaks that occur during those operations.,"Hazmat,Tank Car Loading and Unloading",TRUE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_16.pdf
R-02-015,"The National Transportation Safety Board therefore makes the following safety recommendation to the Association of American Railroads:  Revise the guidance in your Circular No. OT-55, Recommended Railroad Operating Practices for Transportation of Hazardous Materials, to recommend that all key routes be subjected to periodic track inspections that will identify cracks or breaks in joint bars.",Hazmat,TRUE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_15.pdf
R-02-014,"The NTSB recommends that the Union Pacific Railroad:  Change your track inspection programs to ensure that managers are making use of all available information about track conditions, including railroad and Federal Railroad Administration track inspection reports, to identify trends or problem areas and to monitor the effectiveness of daily track inspections.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_14.pdf
R-02-013,The NTSB recommends that the Federal Railroad Administration:  Modify your track inspection program to incorporate the volume of hazardous materials shipments made over the tracks in determining the frequency and type of track inspections.,Hazmat,TRUE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_13.pdf
R-02-008,"The NTSB recommends that CSX Transportation, Inc.:  Systematically ensure that engineers are provided with pilots as appropriate and that locomotive engineers are fully evaluated over the whole of their territories, particularly in critical areas of train handling such as steep grades.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_8_12.pdf
R-02-009,"The NTSB recommends that CSX Transportation, Inc.:  Revise your locomotive engineer training and requalification programs as necessary to ensure that they address (1) the emergency use of the two-way end-of-train emergency switch, (2) the proper use of power during a brake application to prevent heat fade and loss of braking, and (3) the use of all styles of locomotive radios, especially their use during emergency situations to call the dispatcher.","Communication, Training and Education",FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_8_12.pdf
R-02-007,"The NTSB recommends that the Burlington Northern Santa Fe Corporation:  Implement a permanent policy of inspecting for internal defects, using ultrasonic or other appropriate means, any rail used to replace a defective segment of existing rail.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_7.pdf
R-02-012,"The NTSB recommends that all class I railroads and CSX Transportation, Inc.:  Establish procedures to revise steep-grade maximum authorized speeds as necessary.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_11_12.pdf
R-02-011,"The NTSB recommends that all class I railroads and CSX Transportation, Inc.:  Calculate and document steep-grade maximum authorized speeds to ensure that trains can be stopped by use of the air brake system alone.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_11_12.pdf
R-02-005,TO THE FEDERAL RAILROAD ADMINISTRATION:  Require railroads to conduct ultrasonic or other appropriate inspections to ensure that rail used to replace defective segments of existing rail is free from internal defects.,,FALSE,FALSE,NonUrgent,2,TRUE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_5.pdf
R-02-010,"The NTSB recommends that CSX Transportation, Inc.:  Modify CSX Transportation Rule 3.3.7, Speed Control on Descending Grade, Paragraph C, ""Use of Power on Heavy Descending Grades,"" to impose a speed limit in addition to the maximum distance and brake pipe reduction currently imposed to prevent excessive heat generation, heat fade, and loss of braking ability.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_8_12.pdf
R-02-006,TO CLASS I AND PASSENGER RAILROADS (EXCEPT THE BURLINGTON NORTHERN AND SANTA FE RAILWAY):  Conduct ultrasonic or other appropriate inspections on all rail used to replace defective segments of existing rail to ensure that the replacement rail is free from internal defects.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_6.pdf
R-02-001,"TO THE FEDERAL RAILROAD ADMINISTRATION:  For all railroads that install new or upgraded grade crossing warning systems that include crossing gates and that are equipped with event recorders, require that the information captured by those event recorders include the position of the deployed gates.",Rail Crossing,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_1.pdf
R-02-002,"TO 36 CLASS I AND REGIONAL RAILROADS:  For all your new and upgraded grade crossing warning systems that include crossing gates and that are equipped with event recorders, ensure that the information captured by those event recorders includes the position of the deployed gates.",Rail Crossing,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_2.pdf
R-02-003,"The NTSB recommends that the National Railroad Passenger Corporation:  In fulfilling your Federal mandate to help prepare emergency responders to respond to an accident involving Amtrak equipment, emphasize to those responders the possibility that such an accident could result in large quantities of burning diesel fuel and urge them to be prepared to respond to this specific hazard.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_3.pdf
R-02-004,TO THE INTERNATIONAL ASSOCIATION OF FIRE CHIEFS AND THE INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS:  Inform your membership of the circumstances surrounding this accident and of the need for responders to prepare for train accidents that may result in significant diesel fuel fires.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R02_4.pdf
R-01-025,The NTSB recommends that the Federal Transit Administration:  Authorize and encourage rail transit systems to require their employees in safety-sensitive positions to inform the rail transit system about their use of prescription and over-the-counter medications so that the rail transit system can have qualified medical personnel determine the medication's potential effects on employee performance.,NA,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R01_25.pdf
R-01-026,"TO 31 US RAIL TRANSIT SYSTEMS:  Require employees in safety-sensitive positions to inform their supervisors when they are using prescription or over-the-counter medications so that qualified medical personnel may determine the medication's potential effects on employee performance, and train the employees about their responsibilities under the policy. (Supersedes R-96-038)",Alcohol,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R01_26_27.pdf
R-01-028,"TO THE MARYLAND TRANSIT ADMINISTRATION:  Install, on all your light rail vehicles, independent event recorders that record and retain the most recent 48 hours of data, store data in nonvolatile memory, and have a back-up power source that would enable the entire recording system to function if electric power is lost to the car.",Transit,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R01_26_27_28.pdf
R-01-027,"TO 31 US RAIL TRANSIT SYSTEMS:  Ensure that your fatigue educational awareness program includes the risks posed by sleeping disorders, the indicators and symptoms of such disorders, and the available means of detecting and treating them. (Supersedes R-96-038)",Training and Education,FALSE,FALSE,NonUrgent,2,FALSE,TRUE,1,http://www.ntsb.gov/safety/safety-recs/recletters/R01_26_27.pdf
R-01-023,The NTSB recommends that the American Short Line and Regional Railroad Association:  Work with the National Emergency Number Association to facilitate the inclusion of railroad milepost markers on all emergency response maps across the country.,,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R01_23.pdf
R-01-024,"The NTSB recommends that the National Railroad Passenger Corporation:  Modify your procedures, as appropriate, to ensure that all onboard appliances are properly secured.",,FALSE,FALSE,NonUrgent,2,FALSE,FALSE,0,http://www.ntsb.gov/safety/safety-recs/recletters/R01_24.pdf
