srid,recommendation_mode,event_date,city,state,country,abstract,date_issued,recipient,recipient_recommendation_date_closed,is_multiple_recipient,recommendation,sr_coding_mode,sr_coding_tier_1,sr_coding_tier2,ntsb_no,mkey,report_no,sr_url,accident_report_url,recipient_recommendation_open_closed,recipient_recommendation_response_status
R-25-013,Railroad,2025-02-06T22:56:00Z,Ridley Park,Pennsylvania,USA,"The National Transportation Safety Board (NTSB) is providing the following information to urge the Southeastern Pennsylvania Transportation Authority (SEPTA) to take immediate action on the safety recommendations in this report concerning electrical fires aboard Silverliner IV railcars in passenger service. We identified this issue during our investigation into a February 6, 2025, fire in Ridley Park, Pennsylvania, and four additional fires involving Silverliner IV railcars over the following months.",2025-10-01T04:00:00Z,Southeastern Pennsylvania Transportation Authority,NA,FALSE,TO THE SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHROITY: Create an expedited procurement or retrofit schedule and seek funding from appropriate sources as soon as possible to accelerate the replacement of the Silverliner IV fleet or its retrofit to include modern feedback systems and meet Title 49 Code of Federal Regulations Part 238 fire safety standards for new railcars. (Urgent),NA,NA,NA,RRD25FR006,199661,RIR-25-12,https://data.ntsb.gov/carol-main-public/sr-details/R-25-013,https://www.ntsb.gov/investigations/Pages/RRD25FR006.aspx,Open,Initial Response Received
R-25-014,Railroad,2025-02-06T22:56:00Z,Ridley Park,Pennsylvania,USA,"The National Transportation Safety Board (NTSB) is providing the following information to urge the Southeastern Pennsylvania Transportation Authority (SEPTA) to take immediate action on the safety recommendations in this report concerning electrical fires aboard Silverliner IV railcars in passenger service. We identified this issue during our investigation into a February 6, 2025, fire in Ridley Park, Pennsylvania, and four additional fires involving Silverliner IV railcars over the following months.",2025-10-01T04:00:00Z,Southeastern Pennsylvania Transportation Authority,NA,FALSE,"TO THE SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHROITY: Pending replacement or retrofit of the Silverliner IV fleet, implement a plan to monitor the success of your risk-mitigation approach to the Silverliner IV fleet, including provisions for immediately removing the fleet from service again if your mitigations fail to prevent fires. (Urgent)",NA,NA,NA,RRD25FR006,199661,RIR-25-12,https://data.ntsb.gov/carol-main-public/sr-details/R-25-014,https://www.ntsb.gov/investigations/Pages/RRD25FR006.aspx,Open,Initial Response Received
R-25-012,Railroad,2025-02-06T22:56:00Z,Ridley Park,Pennsylvania,USA,"The National Transportation Safety Board (NTSB) is providing the following information to urge the Southeastern Pennsylvania Transportation Authority (SEPTA) to take immediate action on the safety recommendations in this report concerning electrical fires aboard Silverliner IV railcars in passenger service. We identified this issue during our investigation into a February 6, 2025, fire in Ridley Park, Pennsylvania, and four additional fires involving Silverliner IV railcars over the following months.",2025-10-01T04:00:00Z,Southeastern Pennsylvania Transportation Authority,NA,FALSE,"TO THE SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHROITY: Suspend operation of the Silverliner IV fleet until you have determined the root causes of fires, developed and implemented a plan to address these causes, and identified and corrected the organizational factors that have prevented effective risk mitigations. (Urgent)",NA,NA,NA,RRD25FR006,199661,RIR-25-12,https://data.ntsb.gov/carol-main-public/sr-details/R-25-012,https://www.ntsb.gov/investigations/Pages/RRD25FR006.aspx,Open,Initial Response Received
R-25-011,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z,American Short Line and Regional Railroad Association,NA,TRUE,"TO THE AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION AND THE NATIONAL RAILROAD CONSTRUCTION AND MAINTENANCE ASSOCIATION: Urge your members to inform their employees of the circumstances of this accident, the importance of thorough job briefings with railroad contractors, and the requirement to communicate on-track activities and movements with the roadway worker-in-charge.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-011,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Await Response
R-25-011,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, National Railroad Construction and Maintenance Association,NA,TRUE,"TO THE AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION AND THE NATIONAL RAILROAD CONSTRUCTION AND MAINTENANCE ASSOCIATION: Urge your members to inform their employees of the circumstances of this accident, the importance of thorough job briefings with railroad contractors, and the requirement to communicate on-track activities and movements with the roadway worker-in-charge.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-011,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-008,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z,Housatonic Railroad Company,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC), THE HOUSATONIC RAILROAD COMPANY, AND MIDDLESEX CORPORATION: Require all on-track roadway maintenance machines (RMMs), including leased or contracted RMMs, to be equipped with collision avoidance systems that can detect people, objects, and other machines on the ground and automatically stop the RMM before a collision.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-008,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-008,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, Middlesex Corporation,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC), THE HOUSATONIC RAILROAD COMPANY, AND MIDDLESEX CORPORATION: Require all on-track roadway maintenance machines (RMMs), including leased or contracted RMMs, to be equipped with collision avoidance systems that can detect people, objects, and other machines on the ground and automatically stop the RMM before a collision.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-008,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-008,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, Amtrak,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC), THE HOUSATONIC RAILROAD COMPANY, AND MIDDLESEX CORPORATION: Require all on-track roadway maintenance machines (RMMs), including leased or contracted RMMs, to be equipped with collision avoidance systems that can detect people, objects, and other machines on the ground and automatically stop the RMM before a collision.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-008,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-008,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, BNSF Railway,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC), THE HOUSATONIC RAILROAD COMPANY, AND MIDDLESEX CORPORATION: Require all on-track roadway maintenance machines (RMMs), including leased or contracted RMMs, to be equipped with collision avoidance systems that can detect people, objects, and other machines on the ground and automatically stop the RMM before a collision.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-008,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-008,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, Canadian National Railway,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC), THE HOUSATONIC RAILROAD COMPANY, AND MIDDLESEX CORPORATION: Require all on-track roadway maintenance machines (RMMs), including leased or contracted RMMs, to be equipped with collision avoidance systems that can detect people, objects, and other machines on the ground and automatically stop the RMM before a collision.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-008,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-008,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, Canadian Pacific Kansas City,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC), THE HOUSATONIC RAILROAD COMPANY, AND MIDDLESEX CORPORATION: Require all on-track roadway maintenance machines (RMMs), including leased or contracted RMMs, to be equipped with collision avoidance systems that can detect people, objects, and other machines on the ground and automatically stop the RMM before a collision.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-008,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-008,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z," CSX Transportation, Inc.",NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC), THE HOUSATONIC RAILROAD COMPANY, AND MIDDLESEX CORPORATION: Require all on-track roadway maintenance machines (RMMs), including leased or contracted RMMs, to be equipped with collision avoidance systems that can detect people, objects, and other machines on the ground and automatically stop the RMM before a collision.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-008,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-008,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, Norfolk Southern Corporation,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC), THE HOUSATONIC RAILROAD COMPANY, AND MIDDLESEX CORPORATION: Require all on-track roadway maintenance machines (RMMs), including leased or contracted RMMs, to be equipped with collision avoidance systems that can detect people, objects, and other machines on the ground and automatically stop the RMM before a collision.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-008,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-008,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, Union Pacific,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC), THE HOUSATONIC RAILROAD COMPANY, AND MIDDLESEX CORPORATION: Require all on-track roadway maintenance machines (RMMs), including leased or contracted RMMs, to be equipped with collision avoidance systems that can detect people, objects, and other machines on the ground and automatically stop the RMM before a collision.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-008,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-007,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z,FRA,NA,FALSE,TO THE FEDERAL RAILROAD ADMINISTRATION: Require all on-track roadway maintenance machines with booms or other movable extensions be equipped with a 360° people detection system that covers the length of the boom or extension in all directions and alerts operators when people are within an unsafe proximity.,NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-007,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Await Response
R-25-006,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z,FRA,NA,FALSE,"TO THE FEDERAL RAILROAD ADMINISTRATION: Require all on-track roadway maintenance machines (RMMs) be equipped with collision avoidance systems that can detect people, objects, or other machines on the ground and automatically stop the RMM before a collision. (Superseded by Safety Recommendation R-23-22)",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-006,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Await Response
R-25-010,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z,American Short Line and Regional Railroad Association,NA,TRUE,"TO THE AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION AND THE NATIONAL RAILROAD CONSTRUCTION AND MAINTENANCE ASSOCIATION: Inform your members of the safety benefits of equipping roadway maintenance machines (RMMs) with collision avoidance systems and, when RMMs have movable extensions, a people detection system that alerts operators of nearby workers.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-010,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Await Response
R-25-010,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, National Railroad Construction and Maintenance Association,NA,TRUE,"TO THE AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION AND THE NATIONAL RAILROAD CONSTRUCTION AND MAINTENANCE ASSOCIATION: Inform your members of the safety benefits of equipping roadway maintenance machines (RMMs) with collision avoidance systems and, when RMMs have movable extensions, a people detection system that alerts operators of nearby workers.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-010,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-009,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z,Amtrak,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC): Require all on-track roadway maintenance machines (RMMs) with booms or other movable extensions, including leased or contracted RMMs, be equipped with a 360° people detection system that covers the length of the boom or extension in all directions and alerts operators when people are within an unsafe proximity.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-009,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-009,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, BNSF Railway,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC): Require all on-track roadway maintenance machines (RMMs) with booms or other movable extensions, including leased or contracted RMMs, be equipped with a 360° people detection system that covers the length of the boom or extension in all directions and alerts operators when people are within an unsafe proximity.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-009,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-009,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, Canadian National Railway,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC): Require all on-track roadway maintenance machines (RMMs) with booms or other movable extensions, including leased or contracted RMMs, be equipped with a 360° people detection system that covers the length of the boom or extension in all directions and alerts operators when people are within an unsafe proximity.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-009,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-009,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, Canadian Pacific Kansas City,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC): Require all on-track roadway maintenance machines (RMMs) with booms or other movable extensions, including leased or contracted RMMs, be equipped with a 360° people detection system that covers the length of the boom or extension in all directions and alerts operators when people are within an unsafe proximity.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-009,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-009,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z," CSX Transportation, Inc.",NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC): Require all on-track roadway maintenance machines (RMMs) with booms or other movable extensions, including leased or contracted RMMs, be equipped with a 360° people detection system that covers the length of the boom or extension in all directions and alerts operators when people are within an unsafe proximity.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-009,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-009,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, Norfolk Southern Corporation,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC): Require all on-track roadway maintenance machines (RMMs) with booms or other movable extensions, including leased or contracted RMMs, be equipped with a 360° people detection system that covers the length of the boom or extension in all directions and alerts operators when people are within an unsafe proximity.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-009,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
R-25-009,Railroad,2023-08-04T14:05:00Z,Great Barrington,Massachusetts,USA,"This report discusses the August 4, 2023, roadway maintenance machine accident in Great Barrington, Massachusetts, in which a driller making a reverse movement struck and killed a Middlesex Corporation employee working on the same track. The Middlesex employee was operating a leaf blower on the Berkshire Line when he was struck by the driller moving north in reverse. The Berkshire Line is owned by the Massachusetts Department of Transportation and operated by the Housatonic Railroad Company.",2025-09-03T18:00:00Z, Union Pacific,NA,TRUE,"TO ALL CLASS I RAILROADS (AMTRAK, BNSF, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC KANSAS CITY, CSX TRANSPORTATION, NORFOLK SOUTHERN CORPORATION, AND UNION PACIFIC): Require all on-track roadway maintenance machines (RMMs) with booms or other movable extensions, including leased or contracted RMMs, be equipped with a 360° people detection system that covers the length of the boom or extension in all directions and alerts operators when people are within an unsafe proximity.",NA,NA,NA,RRD23FR015,192803,RIR-25-11,https://data.ntsb.gov/carol-main-public/sr-details/R-25-009,https://www.ntsb.gov/investigations/Pages/RRD23FR015.aspx,Open,Initial Response Received
