srid,recommendation_mode,event_date,city,state,country,abstract,date_issued,recipient,recipient_recommendation_date_closed,is_multiple_recipient,recommendation,sr_coding_mode,sr_coding_tier_1,sr_coding_tier2,ntsb_no,mkey,report_no,sr_url,accident_report_url,recipient_recommendation_open_closed,recipient_recommendation_response_status
R-16-045,Railroad,2014-08-17T04:00:00Z,Hoxie,Arkansas,USA,"On August 17, 2014, at 2:28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost 228.6, while traversing the turnout at control point Y 229 on the UP Hoxie subdivision in Hoxie, Arkansas. Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured. The southbound train consisted of 2 locomotives and 86 cars; the northbound train consisted of 2 locomotives and 92 cars. The locomotives from both trains derailed and the second locomotive from the northbound train released diesel fuel, resulting in a fire. A total of 55 cars derailed, 41 cars from the southbound train and 14 cars from the northbound train. About 500 people within a 1.5-mile radius of the derailment were evacuated as a precaution. One tank car loaded with alcohol for human consumption breached and burned. The product posed no environmental hazard and emergency responders allowed the product to burn out. Damage was estimated by UP to be $10.7 million.
The safety issues covered in this report include: fatigue and employee work schedules, medical issues, UP medical rules, automated systems that reset alertness devices, and positive train control.
As a result of the investigation of this accident, the National Transportation Safety Board makes new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.",2017-01-24T05:00:00Z, Peninsula Corridor Joint Powers Board,NA,TRUE,"TO BNSF RAILWAY, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC RAILWAY, CSX TRANSPORTATION, KANSAS CITY SOUTHERN RAILWAY, NORFOLK SOUTHERN RAILWAY, INTERCITY RAILROADS, AND COMMUTER RAILROADS: Review and revise as necessary your medical rules, standards, or protocols to ensure you are informed of any diagnosed sleep disorders that employees in safety-sensitive positions must report and, when an employee makes such a report, perform periodic evaluations to ensure the condition is appropriately treated and the employee is fit for duty.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA14FR011,89893,RAR-16-03,https://data.ntsb.gov/carol-main-public/sr-details/R-16-045,https://www.ntsb.gov/investigations/Pages/DCA14FR011.aspx,Open,Acceptable Response
R-16-045,Railroad,2014-08-17T04:00:00Z,Hoxie,Arkansas,USA,"On August 17, 2014, at 2:28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost 228.6, while traversing the turnout at control point Y 229 on the UP Hoxie subdivision in Hoxie, Arkansas. Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured. The southbound train consisted of 2 locomotives and 86 cars; the northbound train consisted of 2 locomotives and 92 cars. The locomotives from both trains derailed and the second locomotive from the northbound train released diesel fuel, resulting in a fire. A total of 55 cars derailed, 41 cars from the southbound train and 14 cars from the northbound train. About 500 people within a 1.5-mile radius of the derailment were evacuated as a precaution. One tank car loaded with alcohol for human consumption breached and burned. The product posed no environmental hazard and emergency responders allowed the product to burn out. Damage was estimated by UP to be $10.7 million.
The safety issues covered in this report include: fatigue and employee work schedules, medical issues, UP medical rules, automated systems that reset alertness devices, and positive train control.
As a result of the investigation of this accident, the National Transportation Safety Board makes new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.",2017-01-24T05:00:00Z, Port Authority of New York and New Jersey,NA,TRUE,"TO BNSF RAILWAY, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC RAILWAY, CSX TRANSPORTATION, KANSAS CITY SOUTHERN RAILWAY, NORFOLK SOUTHERN RAILWAY, INTERCITY RAILROADS, AND COMMUTER RAILROADS: Review and revise as necessary your medical rules, standards, or protocols to ensure you are informed of any diagnosed sleep disorders that employees in safety-sensitive positions must report and, when an employee makes such a report, perform periodic evaluations to ensure the condition is appropriately treated and the employee is fit for duty.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA14FR011,89893,RAR-16-03,https://data.ntsb.gov/carol-main-public/sr-details/R-16-045,https://www.ntsb.gov/investigations/Pages/DCA14FR011.aspx,Open,Await Response
R-16-045,Railroad,2014-08-17T04:00:00Z,Hoxie,Arkansas,USA,"On August 17, 2014, at 2:28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost 228.6, while traversing the turnout at control point Y 229 on the UP Hoxie subdivision in Hoxie, Arkansas. Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured. The southbound train consisted of 2 locomotives and 86 cars; the northbound train consisted of 2 locomotives and 92 cars. The locomotives from both trains derailed and the second locomotive from the northbound train released diesel fuel, resulting in a fire. A total of 55 cars derailed, 41 cars from the southbound train and 14 cars from the northbound train. About 500 people within a 1.5-mile radius of the derailment were evacuated as a precaution. One tank car loaded with alcohol for human consumption breached and burned. The product posed no environmental hazard and emergency responders allowed the product to burn out. Damage was estimated by UP to be $10.7 million.
The safety issues covered in this report include: fatigue and employee work schedules, medical issues, UP medical rules, automated systems that reset alertness devices, and positive train control.
As a result of the investigation of this accident, the National Transportation Safety Board makes new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.",2017-01-24T05:00:00Z, Portland and Western Railroad,2022-05-04,TRUE,"TO BNSF RAILWAY, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC RAILWAY, CSX TRANSPORTATION, KANSAS CITY SOUTHERN RAILWAY, NORFOLK SOUTHERN RAILWAY, INTERCITY RAILROADS, AND COMMUTER RAILROADS: Review and revise as necessary your medical rules, standards, or protocols to ensure you are informed of any diagnosed sleep disorders that employees in safety-sensitive positions must report and, when an employee makes such a report, perform periodic evaluations to ensure the condition is appropriately treated and the employee is fit for duty.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA14FR011,89893,RAR-16-03,https://data.ntsb.gov/carol-main-public/sr-details/R-16-045,https://www.ntsb.gov/investigations/Pages/DCA14FR011.aspx,Closed,Acceptable Action
R-16-045,Railroad,2014-08-17T04:00:00Z,Hoxie,Arkansas,USA,"On August 17, 2014, at 2:28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost 228.6, while traversing the turnout at control point Y 229 on the UP Hoxie subdivision in Hoxie, Arkansas. Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured. The southbound train consisted of 2 locomotives and 86 cars; the northbound train consisted of 2 locomotives and 92 cars. The locomotives from both trains derailed and the second locomotive from the northbound train released diesel fuel, resulting in a fire. A total of 55 cars derailed, 41 cars from the southbound train and 14 cars from the northbound train. About 500 people within a 1.5-mile radius of the derailment were evacuated as a precaution. One tank car loaded with alcohol for human consumption breached and burned. The product posed no environmental hazard and emergency responders allowed the product to burn out. Damage was estimated by UP to be $10.7 million.
The safety issues covered in this report include: fatigue and employee work schedules, medical issues, UP medical rules, automated systems that reset alertness devices, and positive train control.
As a result of the investigation of this accident, the National Transportation Safety Board makes new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.",2017-01-24T05:00:00Z, Denver Regional Transportation District,NA,TRUE,"TO BNSF RAILWAY, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC RAILWAY, CSX TRANSPORTATION, KANSAS CITY SOUTHERN RAILWAY, NORFOLK SOUTHERN RAILWAY, INTERCITY RAILROADS, AND COMMUTER RAILROADS: Review and revise as necessary your medical rules, standards, or protocols to ensure you are informed of any diagnosed sleep disorders that employees in safety-sensitive positions must report and, when an employee makes such a report, perform periodic evaluations to ensure the condition is appropriately treated and the employee is fit for duty.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA14FR011,89893,RAR-16-03,https://data.ntsb.gov/carol-main-public/sr-details/R-16-045,https://www.ntsb.gov/investigations/Pages/DCA14FR011.aspx,Open,Await Response
R-16-045,Railroad,2014-08-17T04:00:00Z,Hoxie,Arkansas,USA,"On August 17, 2014, at 2:28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost 228.6, while traversing the turnout at control point Y 229 on the UP Hoxie subdivision in Hoxie, Arkansas. Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured. The southbound train consisted of 2 locomotives and 86 cars; the northbound train consisted of 2 locomotives and 92 cars. The locomotives from both trains derailed and the second locomotive from the northbound train released diesel fuel, resulting in a fire. A total of 55 cars derailed, 41 cars from the southbound train and 14 cars from the northbound train. About 500 people within a 1.5-mile radius of the derailment were evacuated as a precaution. One tank car loaded with alcohol for human consumption breached and burned. The product posed no environmental hazard and emergency responders allowed the product to burn out. Damage was estimated by UP to be $10.7 million.
The safety issues covered in this report include: fatigue and employee work schedules, medical issues, UP medical rules, automated systems that reset alertness devices, and positive train control.
As a result of the investigation of this accident, the National Transportation Safety Board makes new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.",2017-01-24T05:00:00Z, Saratoga and North Creek Railway,2020-09-17,TRUE,"TO BNSF RAILWAY, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC RAILWAY, CSX TRANSPORTATION, KANSAS CITY SOUTHERN RAILWAY, NORFOLK SOUTHERN RAILWAY, INTERCITY RAILROADS, AND COMMUTER RAILROADS: Review and revise as necessary your medical rules, standards, or protocols to ensure you are informed of any diagnosed sleep disorders that employees in safety-sensitive positions must report and, when an employee makes such a report, perform periodic evaluations to ensure the condition is appropriately treated and the employee is fit for duty.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA14FR011,89893,RAR-16-03,https://data.ntsb.gov/carol-main-public/sr-details/R-16-045,https://www.ntsb.gov/investigations/Pages/DCA14FR011.aspx,Closed,No Longer Applicable
R-16-045,Railroad,2014-08-17T04:00:00Z,Hoxie,Arkansas,USA,"On August 17, 2014, at 2:28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost 228.6, while traversing the turnout at control point Y 229 on the UP Hoxie subdivision in Hoxie, Arkansas. Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured. The southbound train consisted of 2 locomotives and 86 cars; the northbound train consisted of 2 locomotives and 92 cars. The locomotives from both trains derailed and the second locomotive from the northbound train released diesel fuel, resulting in a fire. A total of 55 cars derailed, 41 cars from the southbound train and 14 cars from the northbound train. About 500 people within a 1.5-mile radius of the derailment were evacuated as a precaution. One tank car loaded with alcohol for human consumption breached and burned. The product posed no environmental hazard and emergency responders allowed the product to burn out. Damage was estimated by UP to be $10.7 million.
The safety issues covered in this report include: fatigue and employee work schedules, medical issues, UP medical rules, automated systems that reset alertness devices, and positive train control.
As a result of the investigation of this accident, the National Transportation Safety Board makes new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.",2017-01-24T05:00:00Z, Southeastern Pennsylvania Transportation Authority,2017-07-13,TRUE,"TO BNSF RAILWAY, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC RAILWAY, CSX TRANSPORTATION, KANSAS CITY SOUTHERN RAILWAY, NORFOLK SOUTHERN RAILWAY, INTERCITY RAILROADS, AND COMMUTER RAILROADS: Review and revise as necessary your medical rules, standards, or protocols to ensure you are informed of any diagnosed sleep disorders that employees in safety-sensitive positions must report and, when an employee makes such a report, perform periodic evaluations to ensure the condition is appropriately treated and the employee is fit for duty.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA14FR011,89893,RAR-16-03,https://data.ntsb.gov/carol-main-public/sr-details/R-16-045,https://www.ntsb.gov/investigations/Pages/DCA14FR011.aspx,Closed,Acceptable Action
R-16-045,Railroad,2014-08-17T04:00:00Z,Hoxie,Arkansas,USA,"On August 17, 2014, at 2:28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost 228.6, while traversing the turnout at control point Y 229 on the UP Hoxie subdivision in Hoxie, Arkansas. Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured. The southbound train consisted of 2 locomotives and 86 cars; the northbound train consisted of 2 locomotives and 92 cars. The locomotives from both trains derailed and the second locomotive from the northbound train released diesel fuel, resulting in a fire. A total of 55 cars derailed, 41 cars from the southbound train and 14 cars from the northbound train. About 500 people within a 1.5-mile radius of the derailment were evacuated as a precaution. One tank car loaded with alcohol for human consumption breached and burned. The product posed no environmental hazard and emergency responders allowed the product to burn out. Damage was estimated by UP to be $10.7 million.
The safety issues covered in this report include: fatigue and employee work schedules, medical issues, UP medical rules, automated systems that reset alertness devices, and positive train control.
As a result of the investigation of this accident, the National Transportation Safety Board makes new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.",2017-01-24T05:00:00Z, Sonoma-Marin Area Rail Transit Authority,2021-06-17,TRUE,"TO BNSF RAILWAY, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC RAILWAY, CSX TRANSPORTATION, KANSAS CITY SOUTHERN RAILWAY, NORFOLK SOUTHERN RAILWAY, INTERCITY RAILROADS, AND COMMUTER RAILROADS: Review and revise as necessary your medical rules, standards, or protocols to ensure you are informed of any diagnosed sleep disorders that employees in safety-sensitive positions must report and, when an employee makes such a report, perform periodic evaluations to ensure the condition is appropriately treated and the employee is fit for duty.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA14FR011,89893,RAR-16-03,https://data.ntsb.gov/carol-main-public/sr-details/R-16-045,https://www.ntsb.gov/investigations/Pages/DCA14FR011.aspx,Closed,Acceptable Action
R-16-045,Railroad,2014-08-17T04:00:00Z,Hoxie,Arkansas,USA,"On August 17, 2014, at 2:28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost 228.6, while traversing the turnout at control point Y 229 on the UP Hoxie subdivision in Hoxie, Arkansas. Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured. The southbound train consisted of 2 locomotives and 86 cars; the northbound train consisted of 2 locomotives and 92 cars. The locomotives from both trains derailed and the second locomotive from the northbound train released diesel fuel, resulting in a fire. A total of 55 cars derailed, 41 cars from the southbound train and 14 cars from the northbound train. About 500 people within a 1.5-mile radius of the derailment were evacuated as a precaution. One tank car loaded with alcohol for human consumption breached and burned. The product posed no environmental hazard and emergency responders allowed the product to burn out. Damage was estimated by UP to be $10.7 million.
The safety issues covered in this report include: fatigue and employee work schedules, medical issues, UP medical rules, automated systems that reset alertness devices, and positive train control.
As a result of the investigation of this accident, the National Transportation Safety Board makes new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.",2017-01-24T05:00:00Z, South Florida Regional Transportation Authority,NA,TRUE,"TO BNSF RAILWAY, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC RAILWAY, CSX TRANSPORTATION, KANSAS CITY SOUTHERN RAILWAY, NORFOLK SOUTHERN RAILWAY, INTERCITY RAILROADS, AND COMMUTER RAILROADS: Review and revise as necessary your medical rules, standards, or protocols to ensure you are informed of any diagnosed sleep disorders that employees in safety-sensitive positions must report and, when an employee makes such a report, perform periodic evaluations to ensure the condition is appropriately treated and the employee is fit for duty.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA14FR011,89893,RAR-16-03,https://data.ntsb.gov/carol-main-public/sr-details/R-16-045,https://www.ntsb.gov/investigations/Pages/DCA14FR011.aspx,Open,Acceptable Response
R-16-045,Railroad,2014-08-17T04:00:00Z,Hoxie,Arkansas,USA,"On August 17, 2014, at 2:28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost 228.6, while traversing the turnout at control point Y 229 on the UP Hoxie subdivision in Hoxie, Arkansas. Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured. The southbound train consisted of 2 locomotives and 86 cars; the northbound train consisted of 2 locomotives and 92 cars. The locomotives from both trains derailed and the second locomotive from the northbound train released diesel fuel, resulting in a fire. A total of 55 cars derailed, 41 cars from the southbound train and 14 cars from the northbound train. About 500 people within a 1.5-mile radius of the derailment were evacuated as a precaution. One tank car loaded with alcohol for human consumption breached and burned. The product posed no environmental hazard and emergency responders allowed the product to burn out. Damage was estimated by UP to be $10.7 million.
The safety issues covered in this report include: fatigue and employee work schedules, medical issues, UP medical rules, automated systems that reset alertness devices, and positive train control.
As a result of the investigation of this accident, the National Transportation Safety Board makes new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.",2017-01-24T05:00:00Z, SunRail (formerly Central Florida Commuter Rail),2022-01-05,TRUE,"TO BNSF RAILWAY, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC RAILWAY, CSX TRANSPORTATION, KANSAS CITY SOUTHERN RAILWAY, NORFOLK SOUTHERN RAILWAY, INTERCITY RAILROADS, AND COMMUTER RAILROADS: Review and revise as necessary your medical rules, standards, or protocols to ensure you are informed of any diagnosed sleep disorders that employees in safety-sensitive positions must report and, when an employee makes such a report, perform periodic evaluations to ensure the condition is appropriately treated and the employee is fit for duty.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA14FR011,89893,RAR-16-03,https://data.ntsb.gov/carol-main-public/sr-details/R-16-045,https://www.ntsb.gov/investigations/Pages/DCA14FR011.aspx,Closed,Acceptable Action
R-16-045,Railroad,2014-08-17T04:00:00Z,Hoxie,Arkansas,USA,"On August 17, 2014, at 2:28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost 228.6, while traversing the turnout at control point Y 229 on the UP Hoxie subdivision in Hoxie, Arkansas. Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured. The southbound train consisted of 2 locomotives and 86 cars; the northbound train consisted of 2 locomotives and 92 cars. The locomotives from both trains derailed and the second locomotive from the northbound train released diesel fuel, resulting in a fire. A total of 55 cars derailed, 41 cars from the southbound train and 14 cars from the northbound train. About 500 people within a 1.5-mile radius of the derailment were evacuated as a precaution. One tank car loaded with alcohol for human consumption breached and burned. The product posed no environmental hazard and emergency responders allowed the product to burn out. Damage was estimated by UP to be $10.7 million.
The safety issues covered in this report include: fatigue and employee work schedules, medical issues, UP medical rules, automated systems that reset alertness devices, and positive train control.
As a result of the investigation of this accident, the National Transportation Safety Board makes new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.",2017-01-24T05:00:00Z, Trinity Railway Express,NA,TRUE,"TO BNSF RAILWAY, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC RAILWAY, CSX TRANSPORTATION, KANSAS CITY SOUTHERN RAILWAY, NORFOLK SOUTHERN RAILWAY, INTERCITY RAILROADS, AND COMMUTER RAILROADS: Review and revise as necessary your medical rules, standards, or protocols to ensure you are informed of any diagnosed sleep disorders that employees in safety-sensitive positions must report and, when an employee makes such a report, perform periodic evaluations to ensure the condition is appropriately treated and the employee is fit for duty.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA14FR011,89893,RAR-16-03,https://data.ntsb.gov/carol-main-public/sr-details/R-16-045,https://www.ntsb.gov/investigations/Pages/DCA14FR011.aspx,Open,Await Response
R-16-045,Railroad,2014-08-17T04:00:00Z,Hoxie,Arkansas,USA,"On August 17, 2014, at 2:28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost 228.6, while traversing the turnout at control point Y 229 on the UP Hoxie subdivision in Hoxie, Arkansas. Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured. The southbound train consisted of 2 locomotives and 86 cars; the northbound train consisted of 2 locomotives and 92 cars. The locomotives from both trains derailed and the second locomotive from the northbound train released diesel fuel, resulting in a fire. A total of 55 cars derailed, 41 cars from the southbound train and 14 cars from the northbound train. About 500 people within a 1.5-mile radius of the derailment were evacuated as a precaution. One tank car loaded with alcohol for human consumption breached and burned. The product posed no environmental hazard and emergency responders allowed the product to burn out. Damage was estimated by UP to be $10.7 million.
The safety issues covered in this report include: fatigue and employee work schedules, medical issues, UP medical rules, automated systems that reset alertness devices, and positive train control.
As a result of the investigation of this accident, the National Transportation Safety Board makes new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.",2017-01-24T05:00:00Z," State of Utah, Utah Transit Authority",2017-10-24,TRUE,"TO BNSF RAILWAY, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC RAILWAY, CSX TRANSPORTATION, KANSAS CITY SOUTHERN RAILWAY, NORFOLK SOUTHERN RAILWAY, INTERCITY RAILROADS, AND COMMUTER RAILROADS: Review and revise as necessary your medical rules, standards, or protocols to ensure you are informed of any diagnosed sleep disorders that employees in safety-sensitive positions must report and, when an employee makes such a report, perform periodic evaluations to ensure the condition is appropriately treated and the employee is fit for duty.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA14FR011,89893,RAR-16-03,https://data.ntsb.gov/carol-main-public/sr-details/R-16-045,https://www.ntsb.gov/investigations/Pages/DCA14FR011.aspx,Closed,Acceptable Action
R-16-045,Railroad,2014-08-17T04:00:00Z,Hoxie,Arkansas,USA,"On August 17, 2014, at 2:28 a.m. central daylight time, southbound Union Pacific Railroad (UP) freight train IMASNL-16 (southbound train) collided with northbound UP freight train IQNLPI-17 (northbound train) at milepost 228.6, while traversing the turnout at control point Y 229 on the UP Hoxie subdivision in Hoxie, Arkansas. Going north, the track in the area transitions from a single main track into two main tracks. As a result of the collision, the engineer and the conductor from the southbound train died, and the engineer and the conductor from the northbound train were seriously injured. The southbound train consisted of 2 locomotives and 86 cars; the northbound train consisted of 2 locomotives and 92 cars. The locomotives from both trains derailed and the second locomotive from the northbound train released diesel fuel, resulting in a fire. A total of 55 cars derailed, 41 cars from the southbound train and 14 cars from the northbound train. About 500 people within a 1.5-mile radius of the derailment were evacuated as a precaution. One tank car loaded with alcohol for human consumption breached and burned. The product posed no environmental hazard and emergency responders allowed the product to burn out. Damage was estimated by UP to be $10.7 million.
The safety issues covered in this report include: fatigue and employee work schedules, medical issues, UP medical rules, automated systems that reset alertness devices, and positive train control.
As a result of the investigation of this accident, the National Transportation Safety Board makes new safety recommendations to the Federal Railroad Administration; BNSF Railway, Canadian National Railway, Canadian Pacific Railway, CSX Transportation, Kansas City Southern Railway, Intercity Railroads, and Commuter Railroads; Class I Railroads; and Union Pacific Railroad. Further, the National Transportation Safety Board reiterates two recommendations to the Federal Railroad Administration.",2017-01-24T05:00:00Z, Virginia Railway Express,NA,TRUE,"TO BNSF RAILWAY, CANADIAN NATIONAL RAILWAY, CANADIAN PACIFIC RAILWAY, CSX TRANSPORTATION, KANSAS CITY SOUTHERN RAILWAY, NORFOLK SOUTHERN RAILWAY, INTERCITY RAILROADS, AND COMMUTER RAILROADS: Review and revise as necessary your medical rules, standards, or protocols to ensure you are informed of any diagnosed sleep disorders that employees in safety-sensitive positions must report and, when an employee makes such a report, perform periodic evaluations to ensure the condition is appropriately treated and the employee is fit for duty.",Railroad,Procedures / Regulations,Oversight/Auditing,DCA14FR011,89893,RAR-16-03,https://data.ntsb.gov/carol-main-public/sr-details/R-16-045,https://www.ntsb.gov/investigations/Pages/DCA14FR011.aspx,Open,Unacceptable Response
